Rank	Full Journal Title	Total Cites	Journal Impact Factor	Eigenfactor Score
32	OPEN SYSTEMS & INFORMATION DYNAMICS	377	1.960	0.000870
33	AMERICAN STATISTICIAN	"6644"	1.830	0.005560
34	STATISTICS IN MEDICINE	"26353"	1.783	0.029260
35	BIOMETRICS	"21788"	1.711	0.011730
36	Scandinavian Actuarial Journal	797	1.705	0.002080
37	Annals of Applied Statistics	"3321"	1.675	0.011130
38	Spatial Statistics	661	1.656	0.003360
39	JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS	"1111"	1.650	0.001490
40	JOURNAL OF CHEMOMETRICS	"3563"	1.633	0.002440
41	BIOMETRIKA	"21597"	1.632	0.012270
42	Advances in Data Analysis and Classification	499	1.603	0.002040
43	JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS	"4269"	1.590	0.003500
44	ANNALS OF APPLIED PROBABILITY	"3379"	1.537	0.011330
45	BERNOULLI	"2511"	1.496	0.010660
46	STATISTICAL PAPERS	"1221"	1.433	0.002590
47	STATISTICAL MODELLING	675	1.419	0.002180
48	BIOMETRICAL JOURNAL	"3131"	1.416	0.003880
49	STOCHASTIC PROCESSES AND THEIR APPLICATIONS	"5273"	1.414	0.012180
50	Statistical Analysis and Data Mining	478	1.396	0.001150
51	Stochastics and Partial Differential Equations-Analysis and Computations	266	1.390	0.002040
52	PHARMACEUTICAL STATISTICS	"1189"	1.374	0.002610
53	INSURANCE MATHEMATICS & ECONOMICS	"3551"	1.359	0.004710
54	Quality Engineering	935	1.320	0.000940
55	ANNALES DE L INSTITUT HENRI POINCARE-PROBABILITES ET STATISTIQUES	"1509"	1.254	0.007840
56	Astin Bulletin	935	1.236	0.001340
57	Random Matrices-Theory and Applications	201	1.206	0.001360
58	TEST	898	1.205	0.002910
59	COMPUTATIONAL STATISTICS & DATA ANALYSIS	"8704"	1.186	0.015400
60	APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY	921	1.175	0.002170
61	ECONOMETRIC THEORY	"2494"	1.170	0.003860
62	Extremes	556	1.136	0.001890
62	JOURNAL OF MULTIVARIATE ANALYSIS	"4837"	1.136	0.009820
64	ELECTRONIC JOURNAL OF PROBABILITY	"1719"	1.123	0.009500
65	JOURNAL OF COMPUTATIONAL BIOLOGY	"4794"	1.054	0.003210
66	ENVIRONMETRICS	"1843"	1.039	0.002210
67	STOCHASTIC ANALYSIS AND APPLICATIONS	985	1.035	0.001730
68	JOURNAL OF APPLIED STATISTICS	"2880"	1.031	0.004450
69	STATISTICA NEERLANDICA	712	1.023	0.000860
70	ENVIRONMENTAL AND ECOLOGICAL STATISTICS	805	0.981	0.000940
71	AStA-Advances in Statistical Analysis	329	0.980	0.000870
72	STATISTICA SINICA	"3197"	0.968	0.008230
73	Econometric Reviews	"1469"	0.933	0.002620
74	SCANDINAVIAN JOURNAL OF STATISTICS	"3513"	0.924	0.004300
75	JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION	"2738"	0.918	0.005990
75	OXFORD BULLETIN OF ECONOMICS AND STATISTICS	"3285"	0.918	0.002520
77	COMBINATORICS PROBABILITY & COMPUTING	"1056"	0.879	0.003620
78	Electronic Journal of Statistics	"1714"	0.855	0.009890
79	Journal of Official Statistics	"1038"	0.847	0.001310
80	JOURNAL OF TIME SERIES ANALYSIS	"1720"	0.817	0.002500
81	METHODOLOGY AND COMPUTING IN APPLIED PROBABILITY	664	0.809	0.001840
82	LIFETIME DATA ANALYSIS	915	0.794	0.001650
82	PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES	511	0.794	0.000840
84	SORT-Statistics and Operations Research Transactions	161	0.778	0.000430
84	Statistical Applications in Genetics and Molecular Biology	"1334"	0.778	0.000790
86	Stat	234	0.766	0.001280
87	Stochastics-An International Journal of Probability and Stochastic Processes	690	0.761	0.002080
88	ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS	"1872"	0.758	0.002000
89	COMPUTATIONAL STATISTICS	"1179"	0.744	0.002390
90	Stochastics and Dynamics	516	0.742	0.001280
91	ADVANCES IN APPLIED PROBABILITY	"1987"	0.730	0.002840
92	Statistics in Biopharmaceutical Research	310	0.709	0.001040
93	JOURNAL OF THEORETICAL PROBABILITY	922	0.682	0.003020
94	STATISTICS & PROBABILITY LETTERS	"4494"	0.680	0.009030
95	Hacettepe Journal of Mathematics and Statistics	784	0.679	0.001050
95	JOURNAL OF STATISTICAL PLANNING AND INFERENCE	"4377"	0.679	0.005020
95	METRIKA	830	0.679	0.001440
95	Survey Methodology	751	0.679	0.000440
99	International Journal of Biostatistics	546	0.676	0.001010
99	LAW PROBABILITY & RISK	200	0.676	0.000240
101	REVSTAT-Statistical Journal	246	0.667	0.000410
102	CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE	"1092"	0.656	0.001560
103	COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION	"2408"	0.651	0.004410
104	STATISTICS	778	0.645	0.002430
105	Brazilian Journal of Probability and Statistics	244	0.632	0.001040
106	ALEA-Latin American Journal of Probability and Mathematical Statistics	323	0.624	0.002120
107	Probability and Mathematical Statistics-Poland	255	0.617	0.000620
108	Statistical Methods and Applications	407	0.614	0.001190
109	COMMUNICATIONS IN STATISTICS-THEORY AND METHODS	"4648"	0.612	0.007030
110	JOURNAL OF NONPARAMETRIC STATISTICS	784	0.607	0.001510
111	ELECTRONIC COMMUNICATIONS IN PROBABILITY	785	0.606	0.004210
112	Journal of Biopharmaceutical Statistics	"1198"	0.601	0.002200
113	STOCHASTIC MODELS	438	0.596	0.000670
114	Mathematical Population Studies	185	0.586	0.000160
115	JOURNAL OF APPLIED PROBABILITY	"3070"	0.577	0.003310
116	Sequential Analysis-Design Methods and Applications	373	0.567	0.000440
117	INTERNATIONAL JOURNAL OF GAME THEORY	"1327"	0.565	0.001810
118	INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS	896	0.556	0.000820
118	Journal of the Korean Statistical Society	344	0.556	0.000990
120	AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS	624	0.542	0.000870
121	ESAIM-Probability and Statistics	368	0.515	0.001230
122	THEORY OF PROBABILITY AND ITS APPLICATIONS	"1591"	0.485	0.000840
123	Markov Processes and Related Fields	295	0.404	0.000710
124	UTILITAS MATHEMATICA	586	0.288	0.000770
