Rank	Full Journal Title	Total Cites	Journal Impact Factor	Eigenfactor Score
40	STATISTICAL MODELLING	549	1.429	0.001840
41	R Journal	670	1.371	0.003110
42	Extremes	519	1.368	0.001570
43	SORT-Statistics and Operations Research Transactions	175	1.344	0.000450
44	BERNOULLI	"1	918"	1.337	0.011140
45	ENVIRONMETRICS	"1	644"	1.321	0.003150
46	INSURANCE MATHEMATICS & ECONOMICS	"3	433"	1.265	0.006480
47	Quality Engineering	862	1.238	0.001090
48	Econometric Reviews	"1	313"	1.218	0.004250
49	BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY	"1	718"	1.214	0.003630
50	JOURNAL OF COMPUTATIONAL BIOLOGY	"3	389"	1.191	0.007670
51	TEST	760	1.183	0.003010
52	COMPUTATIONAL STATISTICS & DATA ANALYSIS	"7	972"	1.181	0.017850
53	Econometrics Journal	844	1.152	0.002410
54	BIOMETRICAL JOURNAL	"2	596"	1.114	0.004140
55	ANNALES DE L INSTITUT HENRI POINCARE-PROBABILITES ET STATISTIQUES	"1	093"	1.113	0.006300
56	JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS	940	1.072	0.001430
56	QUALITY & QUANTITY	"2	671"	1.072	0.003570
58	ECONOMETRIC THEORY	"2	342"	1.069	0.006260
59	APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY	732	1.062	0.001800
60	STOCHASTIC PROCESSES AND THEIR APPLICATIONS	"4	719"	1.051	0.014870
61	Spatial Statistics	386	1.026	0.002320
62	STATISTICAL PAPERS	"1	052"	1.024	0.002260
63	JOURNAL OF MULTIVARIATE ANALYSIS	"4	233"	1.009	0.012980
64	LIFETIME DATA ANALYSIS	883	1.000	0.001670
65	METRIKA	926	0.948	0.001840
66	PHARMACEUTICAL STATISTICS	967	0.945	0.002980
67	Statistical Methods and Applications	338	0.932	0.000960
68	Astin Bulletin	944	0.906	0.001110
69	ELECTRONIC JOURNAL OF PROBABILITY	"1	312"	0.901	0.009730
70	SCANDINAVIAN JOURNAL OF STATISTICS	"3	195"	0.898	0.005600
71	STATISTICA SINICA	"2	910"	0.886	0.009110
72	METHODOLOGY AND COMPUTING IN APPLIED PROBABILITY	543	0.885	0.002290
73	JOURNAL OF THEORETICAL PROBABILITY	873	0.883	0.004090
74	JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION	"2	418"	0.869	0.005260
75	Statistical Analysis and Data Mining	336	0.865	0.001470
76	International Journal of Biostatistics	468	0.840	0.001580
77	JOURNAL OF APPLIED PROBABILITY	"3	190"	0.830	0.004730
78	ENVIRONMENTAL AND ECOLOGICAL STATISTICS	818	0.829	0.001170
79	COMPUTATIONAL STATISTICS	958	0.828	0.003370
80	JOURNAL OF TIME SERIES ANALYSIS	"1	560"	0.826	0.003930
80	Statistics in Biopharmaceutical Research	199	0.826	0.001370
82	Brazilian Journal of Probability and Statistics	229	0.819	0.000920
83	Electronic Journal of Statistics	"1	266"	0.814	0.010460
83	JOURNAL OF STATISTICAL PLANNING AND INFERENCE	"4	704"	0.814	0.008690
85	Statistical Applications in Genetics and Molecular Biology	"1	196"	0.812	0.001730
86	PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES	585	0.803	0.001030
87	Survey Methodology	776	0.795	0.001030
88	Random Matrices-Theory and Applications	139	0.784	0.002240
89	OPEN SYSTEMS & INFORMATION DYNAMICS	309	0.750	0.000860
90	Journal of the Korean Statistical Society	310	0.734	0.001420
91	ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS	"1	752"	0.733	0.003140
92	ADVANCES IN APPLIED PROBABILITY	"2	046"	0.711	0.003600
93	COMBINATORICS PROBABILITY & COMPUTING	922	0.705	0.003700
94	JOURNAL OF APPLIED STATISTICS	"2	352"	0.699	0.003790
95	INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS	919	0.689	0.001270
96	Journal of Official Statistics	951	0.662	0.001900
96	Quality Technology and Quantitative Management	266	0.662	0.000610
98	ALEA-Latin American Journal of Probability and Mathematical Statistics	241	0.644	0.002540
99	AStA-Advances in Statistical Analysis	304	0.643	0.000900
100	Stochastics-An International Journal of Probability and Stochastic Processes	561	0.641	0.002120
101	Journal of Biopharmaceutical Statistics	"1	189"	0.638	0.003360
102	JOURNAL OF NONPARAMETRIC STATISTICS	620	0.630	0.001850
103	STATISTICS	679	0.606	0.002170
104	Hacettepe Journal of Mathematics and Statistics	515	0.558	0.000840
105	STOCHASTIC ANALYSIS AND APPLICATIONS	779	0.541	0.001730
106	STATISTICS & PROBABILITY LETTERS	"4	359"	0.533	0.009490
107	ELECTRONIC COMMUNICATIONS IN PROBABILITY	543	0.531	0.005180
108	CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE	"1	114"	0.509	0.001900
109	COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION	"1	982"	0.501	0.002680
110	INTERNATIONAL JOURNAL OF GAME THEORY	"1	246"	0.500	0.002060
111	ESAIM-Probability and Statistics	284	0.493	0.001590
112	Stochastics and Dynamics	429	0.486	0.001120
113	STATISTICA NEERLANDICA	694	0.465	0.001090
114	Sequential Analysis-Design Methods and Applications	347	0.441	0.000670
115	REVSTAT-Statistical Journal	171	0.436	0.000710
116	Markov Processes and Related Fields	280	0.414	0.001010
117	AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS	601	0.385	0.000690
118	THEORY OF PROBABILITY AND ITS APPLICATIONS	"1	477"	0.378	0.001180
119	COMMUNICATIONS IN STATISTICS-THEORY AND METHODS	"4	030"	0.353	0.005000
120	STOCHASTIC MODELS	467	0.296	0.000700
121	Probability and Mathematical Statistics-Poland	239	0.286	0.000540
122	Mathematical Population Studies	168	0.269	0.000160
123	UTILITAS MATHEMATICA	534	0.267	0.000750
